,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,expected_ir,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
4404,11710,1,blkTestCatAAp,35,1,1900,Approach,1,629,Explicit,s.975e3125-9ff2-46c0-bb28-282a33c1e420.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,955,R_7ZMfLFDmCJMWTPX,29,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,65201,Other,yY5f594Z9A,81,4,6.0,2,2,4,2,87,5,7.0,5,5,5,All,3,4,4,3,3,3,3,4,2,4,4,4,4,1,5,4,4,4,2,4,No,No,0.6,1.0,white,male,5806.0,6774.0,6185.0,5408.0,0.0,12182.0,11991.0,0.0,580.6,677.4,618.5,540.8,0.0,609.1,599.55,0.0,4.0,4.0,3.5,3.75,2.0
4444,11810,1,blkTestCatAAp,59,2,1300,Avoid,1,1934,Explicit,s.8e6e37c2-c825-41ce-9873-caf6339bfb7b.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1435,R_0ugAoooeh7mSrgB,42,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,32818,Food services,zcUkLnZhfP,40,3,6.0,3,3,None,None,40,5,6.0,4,4,4,4,3,3,3,3,3,2,2,4,2,3,2,3,4,3,3,2,2,3,2,3,"this survey could appear racist to the wrong person taking it. looking at it black and white, now if there were different ethnics included than it would be as racist.  ","add some variety to this survey. spice it up with some culture in it and different pictures. what about the light skinned people in the photos, which category are you supposed to put them under?",0.6,1.0,black,female,6275.0,6277.0,7116.0,7653.0,0.0,13930.0,13391.0,0.0,627.5,627.7,711.6,765.3,0.0,696.5,669.55,0.0,3.0,3.5,2.25,2.5,2.5
4484,11910,1,blkTestCatAAp,30,1,800,Approach,1,472,Explicit,s.09a0cdde-380c-4532-ad4f-43587d5d252a.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,889,R_POKfC7N4lHFMedP,26,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,54913,Prefer not to say,VTxYxcj2tX,50,3,3.0,3,5,3,None,50,4,5.0,All,All,All,5,3,3,2,2,5,3,2,4,2,4,3,4,4,2,4,2,3,4,4,5,"The questions about my in-group was difficult to answer, as I didn't fully understand what it meant by excluding.",No.,0.6,0.975,white,male,4397.0,4743.0,4821.0,5219.0,0.0,9962.0,9218.0,0.0,488.55555555555554,474.3,482.1,521.9,0.0,498.1,485.1578947368421,0.0,4.5,3.5,2.75,3.0,2.5
4523,12010,1,blkTestCatAAp,65,2,1300,Avoid,1,884,Explicit,s.ad5269b9-ec63-4e5e-b10e-6b38316d868d.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,762,R_3e8m5sFpP9mTCTy,30,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,33614,Other,JGDH8MUDhd,85,2,6.0,5,5,5,4,85,2,6.0,All,All,All,All,2,4,2,2,5,4,2,2,3,5,2,4,4,2,4,2,2,2,3,5,,,0.6,1.0,black,female,6990.0,7164.0,8750.0,7784.0,0.0,14948.0,15740.0,0.0,699.0,716.4,875.0,778.4,0.0,747.4,787.0,0.0,4.75,2.5,2.5,3.0,2.5
4563,12110,1,blkTestCatAAp,36,1,1000,Approach,1,542,Explicit,s.2046e5ba-d62c-44f6-a639-c5473742af0c.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,855,R_3m1tzuG1Q9jHVPJ,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,1501,Education,jKjzxSZ6CK,90,1,6.0,4,2,5,None,90,2,6.0,All,All,All,All,2,4,3,1,4,2,4,4,2,4,2,4,3,2,4,3,4,4,2,4,No,No,0.6,1.0,white,female,5072.0,6287.0,5122.0,5500.0,0.0,11787.0,10194.0,0.0,507.2,628.7,512.2,550.0,0.0,589.35,509.7,0.0,4.0,3.5,2.25,4.0,1.75
4603,12210,1,blkTestCatAAp,63,2,1900,Avoid,1,610,Explicit,s.ce086916-d0f6-4816-b777-f7c836315a9a.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,826,R_1lc6xDskftZ9qXf,27,Male,Male,Black or African American alone,Absolutely not true,Liberal,85007,Food services,nZNkVecTdq,100,2,7.0,5,3,All,4,50,3,,3,4,2,3,5,4,3,4,3,4,3,3,2,3,3,4,2,5,3,3,4,4,3,4,Not really ,No,0.6,0.975,black,female,6183.0,7516.0,6806.0,7032.0,0.0,14548.0,12989.0,0.0,687.0,751.6,680.6,703.2,0.0,727.4,683.6315789473684,0.0,3.25,3.0,3.75,3.75,3.5
4642,12311,1,blkTestCatAAp,37,1,1400,Approach,1,582,Explicit,s.24fba7b4-fc2e-4c7a-99ac-4bb256c62447.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,910,R_5v6dn9Zamw5gunD,35,Female,Female,Black or African American alone,Absolutely not true,Moderate,27332,Other,VD7qvj4MWm,59,3,5.0,5,4,5,All,38,4,5.0,None,2,2,None,3,5,4,3,4,3,2,2,3,4,2,4,4,2,4,2,4,5,2,5,"yes, what was the purpose of picking the different races",no,0.6,0.975,white,female,5950.0,4752.0,5792.0,4379.0,0.0,9131.0,11742.0,0.0,595.0,475.2,579.2,486.55555555555554,0.0,480.57894736842104,587.1,0.0,4.25,3.75,2.5,3.75,2.5
4681,12410,1,blkTestCatAAp,60,2,1700,Avoid,1,1122,Explicit,s.cca07e80-2599-4749-a3c6-bb3bc2255ae8.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1065,R_2xStIcElUxsg84A,50,Female,Female,Black or African American alone,Absolutely not true,Moderate,43213,Other,aXyTzUMgbD,90,1,6.0,4,None,None,2,90,1,6.0,4,None,None,None,1,5,4,4,5,2,5,5,2,5,1,5,4,2,5,3,3,5,3,5,nothing was unclear,no comment,0.6,0.975,black,female,10212.0,7298.0,10653.0,7459.0,0.0,14757.0,20865.0,0.0,1134.6666666666667,729.8,1065.3,745.9,0.0,737.85,1098.157894736842,0.0,5.0,4.5,1.75,4.5,2.75
4720,12510,1,blkTestCatAAp,64,2,1600,Avoid,1,849,Explicit,s.ef274be8-5e7b-48c4-b983-1689bb8d34b6.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,685,R_3IXNp8rD53gFaqv,31,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,64083,Health care,4YhBHnOpKZ,95,2,6.0,4,All,All,4,95,5,5.0,5,All,All,5,4,5,5,4,4,4,5,4,2,2,5,5,5,2,3,4,4,4,3,3,nothing,,0.6,0.975,black,female,4710.0,5695.0,4888.0,5528.0,0.0,11223.0,9598.0,0.0,523.3333333333334,569.5,488.8,552.8,0.0,561.15,505.1578947368421,0.0,3.0,4.5,4.25,4.75,2.75
4759,12610,1,blkTestCatAAp,63,2,1200,Avoid,1,724,Explicit,s.d5239e81-ade2-4710-9270-7808f546e6dd.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,698,R_12MFYj4jfaK7QqV,18,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,7866,Other,Tg2JuL6WnD,63,2,6.0,None,2,None,None,61,6,5.0,5,4,5,5,1,4,3,4,5,3,2,4,3,5,1,4,4,3,3,2,2,4,4,5,no,no,0.6,0.95,black,female,5237.0,5415.0,5556.0,5531.0,0.0,10946.0,10793.0,0.0,581.8888888888889,541.5,617.3333333333334,553.1,0.0,547.3,599.6111111111111,0.0,4.5,3.75,1.75,3.0,3.5
4797,12710,1,blkTestCatAAp,29,1,1500,Approach,1,775,Explicit,s.050caad9-3cb1-410a-b74e-43fb5eb2597e.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,678,R_3FQH0L6ZrtZQY3o,34,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,32563,Other,GvLpwqtV5y,50,1,7.0,2,2,None,None,50,1,7.0,5,5,5,5,2,3,5,1,3,2,4,5,1,5,2,3,4,1,5,2,4,5,1,4,No,Thank you,0.6,1.0,white,male,6197.0,5490.0,5842.0,6210.0,0.0,11700.0,12039.0,0.0,619.7,549.0,584.2,621.0,0.0,585.0,601.95,0.0,4.25,4.75,2.0,3.5,1.0
4837,12810,1,blkTestCatAAp,55,2,1600,Avoid,1,581,Explicit,s.fc9873ec-e8a7-4ff9-bdbb-0589339ffe84.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,708,R_Ov3ly4l0T2eIysN,22,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,31204,Other,p78k6SsVKe,77,2,6.0,4,4,3,2,70,2,6.0,4,4,4,2,1,5,3,4,5,4,5,3,4,4,2,5,5,5,4,2,4,4,4,5,,,0.6,0.95,black,male,5322.0,5353.0,5439.0,4108.0,0.0,9461.0,10761.0,0.0,532.2,535.3,543.9,513.5,0.0,525.6111111111111,538.05,0.0,4.5,3.75,2.25,4.75,4.25
4875,12910,1,blkTestCatAAp,40,1,1700,Approach,1,626,Explicit,s.524406fb-7033-47a4-a6de-f63b9f2e8154.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,674,R_1Lp4m1eAqOOk4Sp,33,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,13069,Food services,57gGenYEjx,82,1,5.0,None,None,3,2,30,6,3.0,All,All,All,All,2,5,2,4,5,4,4,2,4,4,4,5,4,4,2,3,2,1,5,4,no,no,0.6,0.95,white,female,5149.0,5343.0,5814.0,5603.0,0.0,10946.0,10963.0,0.0,572.1111111111111,534.3,581.4,622.5555555555555,0.0,576.1052631578947,577.0,0.0,3.75,2.25,3.25,4.0,4.25
4913,13010,1,blkTestCatAAp,34,1,1200,Approach,1,551,Explicit,s.bdf5b3d1-d0b4-478a-ab3b-79a8fd3744c9.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,922,R_3szz9lu4LIl8BVP,21,Gender Variant-Non-Conforming,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,75785,Other,nnrC9xxbNJ,50,2,4.0,2,3,None,None,45,3,5.0,5,4,All,All,3,4,2,5,5,4,5,1,4,3,2,3,4,5,3,4,5,2,1,5,The study seemed straight forward and fairly simple to understand.,"I hope I was able to provide the data you needed, thank you for the opportunity! ",0.6,0.95,white,male,5423.0,4984.0,4972.0,4964.0,0.0,9948.0,10395.0,0.0,542.3,553.7777777777778,552.4444444444445,496.4,0.0,523.578947368421,547.1052631578947,0.0,4.0,2.25,3.25,4.25,3.75
4951,13110,1,blkTestCatAAp,59,2,800,Avoid,1,646,Explicit,s.64832e08-915a-4843-9a66-7eff748c2a97.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,835,R_1ogVLwB70WOQxbM,30,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,80401,Other,yGTF3Xx6Uq,79,1,,2,3,3,None,78,2,,5,4,5,5,4,4,4,3,3,4,4,3,3,3,4,4,3,2,4,4,4,4,4,5,Negative,No,0.6,0.975,black,female,5121.0,6309.0,5522.0,6390.0,0.0,12699.0,10643.0,0.0,569.0,630.9,552.2,639.0,0.0,634.95,560.1578947368421,0.0,3.75,3.5,4.0,4.0,3.0
4990,13210,1,blkTestCatAAp,34,1,1000,Approach,1,137,Explicit,s.0c260ab9-0f21-4647-bb03-e81903d21646.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1103,R_3Vmh9tBrLvmRy3D,34,Male,Male,Black or African American alone,Absolutely not true,Slightly liberal,80134,Finance,nNeqf7xuPB,90,2,6.0,2,2,5,None,91,2,6.0,All,5,4,All,4,4,5,2,2,5,5,2,2,4,4,4,4,4,4,4,4,4,2,3,no,no,0.6,0.775,white,male,2638.0,17961.0,3159.0,18549.0,0.0,36510.0,5797.0,0.0,263.8,2993.5,315.9,3709.8,0.0,3319.090909090909,289.85,0.0,3.25,3.75,4.25,4.25,2.5
5021,13310,1,blkTestCatAAp,30,1,900,Approach,1,558,Explicit,s.794ccb96-3863-4b2e-8229-9ebe2cb7c883.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,816,R_ULzXwuQrT40p1ap,33,Female,Female,Black or African American alone,Absolutely not true,Moderate,30043,Health care,xdLhueKuwO,90,2,5.0,4,5,4,4,80,2,6.0,4,All,3,3,3,4,2,4,2,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,No,No,0.6,0.975,white,male,5198.0,4792.0,5092.0,5288.0,0.0,10080.0,10290.0,0.0,577.5555555555555,479.2,509.2,528.8,0.0,504.0,541.578947368421,0.0,3.5,3.0,3.75,4.0,3.75
5060,13410,1,blkTestCatAAp,34,1,800,Approach,1,393,Explicit,s.c32952b3-4313-4202-a9cf-d09bf83ab77c.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,711,R_bIeoir852PLicCt,24,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,42101,Other,WmQMBSXB7f,80,3,5.0,3,4,3,4,72,5,,3,2,3,3,3,4,4,5,4,2,2,2,4,4,3,4,4,4,4,2,3,2,4,3,No everything was very clear,no. ,0.6,0.975,white,male,4626.0,5860.0,5068.0,5257.0,0.0,11117.0,9694.0,0.0,514.0,586.0,506.8,525.7,0.0,555.85,510.2105263157895,0.0,3.75,3.0,2.5,3.25,4.25
5099,13510,1,blkTestCatAAp,46,2,1400,Avoid,1,759,Explicit,s.da03dd49-6d77-4523-8916-4d7e59da27e5.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1201,R_2dRp65aigNAGPeT,34,Female,Female,Black or African American alone,Absolutely not true,Moderate,32119,Food services,XgFmFJd6Mh,100,2,7.0,4,2,5,5,90,1,7.0,4,5,5,2,3,5,4,3,4,3,3,4,1,3,3,4,4,2,4,3,3,4,3,3,no,no,0.6,1.0,black,male,8559.0,7717.0,9780.0,10592.0,0.0,18309.0,18339.0,0.0,855.9,771.7,978.0,1059.2,0.0,915.45,916.95,0.0,3.5,4.0,3.0,3.75,2.25
5139,13610,1,blkTestCatAAp,35,1,1400,Approach,1,479,Explicit,s.b2ecd489-ce4e-4f1e-97f3-575349237f6a.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1149,R_9t3FKHoM8QePxWF,18,Male,Male,Black or African American alone,Absolutely not true,Moderate,28301,Other,sdQVVD5PNk,87,2,6.0,5,5,5,None,75,2,5.0,5,5,5,None,2,3,2,2,3,3,2,4,2,2,4,3,3,2,4,3,4,4,4,4,,,0.6,0.975,white,male,6411.0,7082.0,5169.0,5355.0,0.0,12437.0,11580.0,0.0,641.1,708.2,516.9,595.0,0.0,654.578947368421,579.0,0.0,3.25,3.25,3.0,3.0,2.5
5178,13710,1,blkTestCatAAp,30,1,1700,Approach,1,581,Explicit,s.8cd4f033-da45-4664-a754-4d933471a601.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1296,R_2Ysl9H8sHnpaFeV,48,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,33604,Information services,vXxmWh7sQq,51,3,5.0,3,3,2,None,50,3,5.0,4,4,4,4,2,4,5,3,5,1,3,5,3,2,3,5,5,3,2,1,3,5,4,5,Nothing was unclear.,,0.6,1.0,white,male,6452.0,6030.0,5832.0,6993.0,0.0,13023.0,12284.0,0.0,645.2,603.0,583.2,699.3,0.0,651.15,614.2,0.0,3.5,5.0,1.75,3.75,3.25
5218,13811,1,blkTestCatAAp,55,2,800,Avoid,1,627,Explicit,s.6cfd270a-0b83-40a1-b23e-35abe59499d3.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,812,R_26l49eoLPMAMhes,42,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,52142,Other,5nK9fRhApU,58,1,6.0,3,4,4,3,59,2,5.0,5,4,4,4,2,5,2,3,4,2,4,3,4,5,4,5,3,3,5,2,4,3,5,5,no,no,0.6,0.975,black,male,6774.0,6369.0,6721.0,5939.0,0.0,12308.0,13495.0,0.0,677.4,636.9,672.1,659.8888888888889,0.0,647.7894736842105,674.75,0.0,4.75,2.75,2.5,4.5,3.75
5257,13910,1,blkTestCatAAp,27,1,1600,Approach,1,420,Explicit,s.9c18a390-cdb9-495d-9527-111a29541f68.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,700,R_2SD0RBrybznkWtp,31,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,64075,Other,xbD3YwLxSW,50,2,5.0,4,4,4,3,50,3,4.0,5,5,5,5,3,4,4,3,4,2,4,4,4,4,4,4,4,2,4,2,4,2,4,4,,,0.6,0.975,white,male,6890.0,4787.0,4901.0,7009.0,0.0,11796.0,11791.0,0.0,689.0,531.8888888888889,490.1,700.9,0.0,620.8421052631579,589.55,0.0,4.0,3.5,2.75,4.0,3.25
5296,14010,1,blkTestCatAAp,29,1,1400,Approach,1,744,Explicit,s.1634e85d-2532-4d03-80af-8a4a70926084.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,881,R_2SfdxJRybiSz4IP,25,Female,Female,Black or African American alone,Absolutely not true,Moderate,75603,Other,Bghb7bRAY8,100,2,7.0,5,4,All,All,0,6,3.0,2,3,None,None,2,3,4,3,4,2,3,5,2,4,3,3,4,3,4,4,3,4,4,4,no,no,0.6,1.0,white,male,7201.0,6457.0,8484.0,7752.0,0.0,14209.0,15685.0,0.0,720.1,645.7,848.4,775.2,0.0,710.45,784.25,0.0,4.0,4.25,2.75,3.0,3.0
5336,14110,1,blkTestCatAAp,43,1,1100,Approach,1,649,Explicit,s.3c28c051-c4b9-4f83-b0c3-867984fb344f.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,633,R_1H6a3TnvbLQvPJ7,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,54771,Publishing,dmrmMO9g2Z,50,3,5.0,2,3,3,2,50,3,5.0,5,5,5,All,2,4,4,1,4,2,3,5,1,5,2,3,5,1,5,2,4,4,3,5,Not really,,0.6,0.975,white,female,6847.0,5228.0,6475.0,5850.0,0.0,11078.0,13322.0,0.0,684.7,580.8888888888889,647.5,585.0,0.0,583.0526315789474,666.1,0.0,4.75,4.5,2.0,3.5,1.5
5375,14210,1,blkTestCatAAp,55,2,1000,Avoid,1,461,Explicit,s.c7df9287-c1d4-46f0-904a-aa7e307e1044.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,961,R_2eXZtO1MK3WaulV,32,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,4856,Other,mKBCz9wd2g,64,2,6.0,2,2,2,2,64,5,5.0,All,5,5,All,4,5,2,2,4,4,4,5,2,4,5,5,4,2,4,4,4,4,5,4,"not really, no","negative, ghostrider",0.6,1.0,black,male,4677.0,5085.0,4504.0,5080.0,0.0,10165.0,9181.0,0.0,467.7,508.5,450.4,508.0,0.0,508.25,459.05,0.0,4.0,3.75,4.25,4.5,2.75
5415,14310,1,blkTestCatAAp,47,2,1900,Avoid,1,369,Explicit,s.31567309-bf47-46ec-8d5d-b43f4a670459.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1168,R_3Kw60XHuw3XndpI,39,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,60622,Other,5zuvEdZwT3,80,2,6.0,4,4,3,2,80,2,6.0,5,4,4,5,3,4,4,2,2,2,4,4,2,3,3,4,4,2,3,2,4,4,2,2,"No, every thing was clear.",The survey was easy to understand and easy to complete.,0.6,0.975,black,male,4800.0,4259.0,5179.0,4092.0,0.0,8351.0,9979.0,0.0,480.0,425.9,517.9,454.6666666666667,0.0,439.5263157894737,498.95,0.0,2.5,4.0,2.5,4.0,2.0
5454,14410,1,blkTestCatAAp,32,1,1400,Approach,1,596,Explicit,s.9f743d77-3220-4080-8a22-e1d2b48ed207.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,862,R_3ReF4kkw71sXmNT,52,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,91016,Other,KceWv5ACyh,80,2,6.0,4,4,5,None,81,3,6.0,4,5,3,4,4,5,4,2,5,5,2,2,2,3,4,4,4,2,3,4,4,3,2,5,Nothing was unclear,Nice Survey,0.6,0.975,white,male,5374.0,5201.0,5379.0,5060.0,0.0,10261.0,10753.0,0.0,537.4,520.1,597.6666666666666,506.0,0.0,513.05,565.9473684210526,0.0,4.0,3.25,4.25,3.75,2.0
5493,14510,1,blkTestCatAAp,42,1,1900,Approach,1,422,Explicit,s.367410af-4ae6-4bef-af7c-315e5397e9bb.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,674,R_1ImEbPYkwoCereZ,35,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,39648,Education,k9cG8Ahbu3,62,3,5.0,5,5,5,5,30,6,4.0,3,4,4,3,1,4,2,3,5,2,3,2,5,4,2,4,3,4,3,1,3,2,5,5,Not at all,No additional comments.,0.6,0.925,white,female,4419.0,3969.0,3832.0,4122.0,0.0,8091.0,8251.0,0.0,441.9,441.0,425.77777777777777,458.0,0.0,449.5,434.2631578947368,0.0,4.25,2.25,1.5,3.5,4.25
5530,14610,1,blkTestCatAAp,46,2,1800,Avoid,1,591,Explicit,s.6f337710-a9ba-4c9f-8df9-8fd3198476b5.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,796,R_4T3Qw67YHxUD2Y9,49,Female,Female,Black or African American alone,Absolutely not true,Liberal,28457,Hotel services,HMgnDv2PkA,100,2,6.0,5,All,All,All,0,6,2.0,2,All,None,None,1,5,4,1,5,1,5,5,1,5,1,5,5,1,5,1,5,5,1,5,no,no,0.6,0.975,black,male,5289.0,4499.0,4874.0,6453.0,0.0,10952.0,10163.0,0.0,528.9,499.8888888888889,487.4,645.3,0.0,576.421052631579,508.15,0.0,5.0,4.75,1.0,5.0,1.0
5569,14710,1,blkTestCatAAp,43,1,1300,Approach,1,502,Explicit,s.6fe99534-9c3b-42e7-984e-899c41481816.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,845,R_3hFsAV9LtRO8iCD,18,Female,Female,Black or African American alone,Absolutely not true,Liberal,22601,Other,GN9gMpjLKH,100,2,5.0,4,4,4,3,71,5,5.0,5,4,4,4,2,4,3,4,3,2,3,3,4,4,2,4,4,2,4,3,3,3,2,4,no,no,0.6,1.0,white,female,5935.0,5704.0,5573.0,4999.0,0.0,10703.0,11508.0,0.0,593.5,570.4,557.3,499.9,0.0,535.15,575.4,0.0,3.75,3.25,2.25,3.5,3.0
5609,14810,1,blkTestCatAAp,63,2,1700,Avoid,1,1569,Explicit,s.4bf6d441-065d-4fc9-b966-ed724c7fa0b9.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,4216,R_1NaJPwUfEm1KbLE,32,Female,Female,Black or African American alone,Absolutely not true,Moderate,35405,Food services,dQMhwmAe33,76,2,6.0,4,4,5,3,80,3,4.0,2,4,2,None,2,4,2,4,4,4,4,3,3,3,2,4,4,4,3,2,2,2,3,3,no,,0.6,0.925,black,female,16232.0,17403.0,9978.0,13864.0,0.0,31267.0,26210.0,0.0,1623.2,1933.6666666666667,1247.25,1386.4,0.0,1645.6315789473683,1456.111111111111,0.0,3.25,2.75,2.5,3.5,3.5
5646,14910,1,blkTestCatAAp,27,1,1900,Approach,1,945,Explicit,s.bb376f88-a475-45d3-a396-5e37bf3a182d.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1888,R_2ZJNs7o8m5B7Lj2,58,Female,Female,Black or African American alone,Absolutely not true,Moderate,75231,Publishing,AHvgOw7yMQ,60,5,4.0,2,2,3,3,85,6,5.0,2,None,3,4,3,5,3,3,2,3,4,5,4,5,4,5,5,4,5,2,5,5,5,5,No,It seems skewed to make Black people appear to be negative.  The study was set up in a way to initial make people feel that Black people are negative instead of positive.,0.6,1.0,white,male,7966.0,7386.0,8564.0,9713.0,0.0,17099.0,16530.0,0.0,796.6,738.6,856.4,971.3,0.0,854.95,826.5,0.0,4.25,4.5,3.0,4.75,4.0
5686,15010,1,blkTestCatAAp,47,2,2000,Avoid,1,1473,Explicit,s.03a14341-4412-4287-a5d0-ed1c6f759d0a.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,1255,R_2WwBPxu72yXtwpx,48,Female,Female,Black or African American alone,Absolutely not true,Strongly liberal,48219,Education,YaCD2bgPZk,14,6,4.0,All,All,All,All,55,5,4.0,4,4,2,3,3,5,3,3,4,3,3,4,2,3,3,3,4,4,4,4,3,5,2,3,"Yes, the only thing was too many instructions to point out the faces.  For instance, the plus sign and the O.  Kinda made it hard to understand what to do with those, pointing out the faces.",No I don't.,0.6,0.975,black,male,11143.0,8945.0,9958.0,11103.0,0.0,20048.0,21101.0,0.0,1114.3,993.8888888888889,995.8,1110.3,0.0,1055.157894736842,1055.05,0.0,3.5,4.0,3.25,3.5,2.75
5725,15110,1,blkTestCatAAp,56,2,2000,Avoid,1,663,Explicit,s.34242322-c346-4d33-9499-548138754482.txt,Faces_ExplicitApproachWhiteBlack,Dr.Dre,Dr.Dre2,650,R_ypwVPdOX3aEvoYh,32,Male,Male,Black or African American alone,Absolutely not true,Moderate,90057,Entertainment,OKKRV3hZaJ,100,1,7.0,All,All,All,5,97,2,7.0,All,All,All,5,3,4,4,3,5,3,2,3,2,3,3,4,3,2,4,3,4,4,2,4,no,no,0.6,0.975,black,female,5562.0,6374.0,5355.0,5064.0,0.0,11438.0,10917.0,0.0,618.0,637.4,535.5,506.4,0.0,571.9,574.578947368421,0.0,4.0,3.5,3.0,3.5,2.25
