,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,reindex,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
4386,11660,1,blkTestCatAAp,55,2,2000,Approach,1,1010,Explicit,s.0a654808-23fe-4c39-b71c-a8bed33878c6.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,764,R_3GDMvcDxAqy2Xwu,57,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,33063,Legal services,nJYEHsrbCX,60,3,5.0,3,3,3,3,36,6,5.0,3,3,3,4,3,5,3,4,3,4,4,2,2,4,4,4,2,3,4,4,4,4,3,4,No,No,,0.95,black,male,7762.0,7113.0,6893.0,7678.0,14655.0,0.0,0.0,14791.0,776.2,889.125,689.3,767.8,732.75,0.0,0.0,821.7222222222222,3.75,2.75,3.75,4.25,3.0
4424,11760,1,blkTestCatAAp,28,1,1800,Avoid,1,1206,Explicit,s.22bee09d-75e8-43ad-a176-4ccc1c49d8da.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1348,R_9S660bD4ezXWepX,77,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,7003,Other,xsSmZReKLA,85,2,6.0,3,None,2,3,87,2,6.0,4,None,All,4,3,5,4,4,4,5,4,5,3,5,5,5,5,3,5,4,5,5,3,5,No,No,,0.95,white,male,10985.0,8995.0,10180.0,11665.0,21165.0,0.0,0.0,20660.0,1098.5,1124.375,1018.0,1166.5,1058.25,0.0,0.0,1147.7777777777778,4.75,4.75,4.25,4.75,3.25
4462,11860,1,blkTestCatAAp,33,1,1500,Avoid,1,682,Explicit,s.09d5506b-c5ce-476a-9528-82b6df32f4af.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,998,R_esysw2uAHdha7mN,53,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,66604,Prefer not to say,9bJnh59w3u,75,1,6.0,3,4,4,3,80,1,6.0,5,5,5,5,2,3,3,2,3,2,3,4,3,2,3,3,4,3,3,2,2,3,3,4,"no, it took me a while to understand that the names were the focus of the study.",nope,,0.925,white,male,6300.0,8310.0,6865.0,8693.0,13165.0,0.0,0.0,17003.0,787.5,831.0,762.7777777777778,869.3,774.4117647058823,0.0,0.0,850.15,3.0,3.5,2.25,2.75,2.75
4499,11962,1,blkTestCatAAp,61,2,1000,Approach,1,3249,Explicit,s.c1481a98-1534-4ac7-bb41-816677b14e7a.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2021,R_Y4dknEtSMoCyyUp,73,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,33770,Entertainment,a6sXVhkc2M,92,1,7.0,2,5,3,2,100,1,7.0,All,All,All,5,4,5,4,2,4,3,4,5,2,5,4,4,5,1,5,3,5,5,2,5,No,"It was interesting.  On the name thing, I was not always sure as I have met people whose names didn't seem to fit into typical categories.",,0.825,black,female,22977.0,11819.0,23232.0,21321.0,46209.0,0.0,0.0,33140.0,2553.0,2954.75,2323.2,2132.1,2432.0526315789475,0.0,0.0,2367.1428571428573,4.75,4.75,3.5,4.5,1.75
4532,12060,1,blkTestCatAAp,42,1,1700,Avoid,1,1204,Explicit,s.a9eab29a-a927-403d-81b4-cac0bc6b1780.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2059,R_8e3SjONUCPbLzQ5,68,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,78412,Other,73fb3UgnWd,50,1,6.0,None,3,5,4,50,1,6.0,All,3,4,3,2,4,2,3,4,3,3,3,2,3,3,4,3,3,3,2,4,3,3,4,No,No,,1.0,white,female,11063.0,11715.0,10213.0,11711.0,21276.0,0.0,0.0,23426.0,1106.3,1171.5,1021.3,1171.1,1063.8,0.0,0.0,1171.3,3.5,2.75,2.5,3.75,2.75
4572,12160,1,blkTestCatAAp,61,2,1300,Approach,1,1439,Explicit,s.abf8c7ae-3638-4d06-8652-dbbaac5fd497.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,5936,R_O7HOM1FRhK1pPuF,76,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,83676,Health care,MTXEKuMFLp,60,2,5.0,None,None,2,None,75,2,6.0,All,All,5,All,3,2,4,1,2,3,4,2,2,4,4,3,4,2,4,3,4,4,2,4,No. Everything was crystal clear.,"Interesting study. As for names and ethnicity, many of the names can be black or white. That posed a bit of a problem for me.",,0.95,black,female,12826.0,8182.0,14403.0,8273.0,27229.0,0.0,0.0,16455.0,1603.25,818.2,1440.3,827.3,1512.7222222222222,0.0,0.0,822.75,3.5,3.5,3.25,3.25,1.75
4610,12260,1,blkTestCatAAp,31,1,1500,Avoid,1,1338,Explicit,s.9c02dd02-6c31-44eb-a5b2-fc6ebfa1d23c.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1136,R_3fiodGZXGuZ4rYl,65,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,48071,Other,9eGHSJpR4P,86,5,6.0,5,All,4,3,90,5,6.0,5,All,All,3,2,4,2,1,3,2,4,2,1,2,4,2,4,1,4,4,5,2,1,4,The questions about neighbors/friends and blacks/whites.  The include/exclude criteria was hard to understand for those series of questions.,I don't know how you came up with right/wrong answers for the white/black names.  Sometimes it depends on if it is an older or younger person.  Other names are common to both races such as Carly and Nate.,,1.0,white,male,10455.0,10201.0,8716.0,9870.0,19171.0,0.0,0.0,20071.0,1045.5,1020.1,871.6,987.0,958.55,0.0,0.0,1003.55,3.25,2.5,3.0,3.75,1.0
4650,12360,1,blkTestCatAAp,62,2,1300,Approach,1,1192,Explicit,s.176385a8-89e7-480e-8302-804cadf28040.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,877,R_2ylqrxP4EpIFy3t,60,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,86004,Other,QyFYjvB8AW,75,2,5.0,2,2,None,None,72,5,6.0,5,4,5,5,1,5,5,1,2,5,5,5,2,1,2,5,5,4,2,2,5,5,2,4,nothing unclear,none,,0.875,black,female,8418.0,5981.0,7875.0,7058.0,16293.0,0.0,0.0,13039.0,841.8,854.4285714285714,787.5,882.25,814.65,0.0,0.0,869.2666666666667,2.25,5.0,2.5,5.0,2.25
4685,12460,1,blkTestCatAAp,34,1,1600,Avoid,1,1256,Explicit,s.0ae1b3b4-ce7a-4ead-8036-dfafc2aec7a3.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1206,R_1H7TUg7WB7O7T9H,60,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,92372,Other,rHDdTVQ7mY,77,2,5.0,None,None,None,2,75,3,6.0,All,All,All,All,1,5,1,4,5,1,3,1,4,4,1,5,3,3,3,2,2,2,5,5,"The questions that talked about the neighbors, co-workers, married to.., and so on. The instructions were confusing.",No.,,0.975,white,male,8963.0,10534.0,10805.0,9320.0,19768.0,0.0,0.0,19854.0,995.8888888888889,1053.4,1080.5,932.0,1040.421052631579,0.0,0.0,992.7,4.25,1.75,1.25,3.75,4.0
4724,12560,1,blkTestCatAAp,61,2,1500,Approach,1,735,Explicit,s.68a315d2-2468-4263-9bfd-c1af4026882b.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1009,R_3G2MoNFIrbTAMXL,46,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,14304,Other,PqSjsdCOQe,95,3,7.0,3,5,5,None,80,2,6.0,4,5,4,None,5,5,4,2,5,5,2,1,1,5,5,5,5,1,5,5,5,5,1,5,No,,,0.9,black,female,7602.0,7360.0,7155.0,6728.0,14757.0,0.0,0.0,14088.0,760.2,736.0,894.375,841.0,819.8333333333334,0.0,0.0,782.6666666666666,5.0,3.75,5.0,4.25,1.25
4760,12660,1,blkTestCatAAp,36,1,1600,Avoid,1,726,Explicit,s.07711ea2-ff6a-4288-b061-97f5c3e94a0b.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,873,R_1r69kbkbe1eR9c7,20,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,35824,Other,xp8hRB2j2G,70,5,6.0,2,3,5,All,40,3,5.0,4,All,4,2,2,5,3,3,2,1,5,3,2,3,1,5,5,2,4,1,4,4,4,3,"I was confused about some of the names being ""black"" vs ""white"" names ",,,0.925,white,female,5143.0,7288.0,6057.0,6595.0,11200.0,0.0,0.0,13883.0,642.875,728.8,673.0,659.5,658.8235294117648,0.0,0.0,694.15,3.0,3.75,1.25,4.75,2.75
4797,12760,1,blkTestCatAAp,45,1,1400,Avoid,1,961,Explicit,s.2882fede-f1dc-46b4-b3df-95de385650b9.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1411,R_3iwLGDS4L6zyKAU,61,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,32958,Agriculture,GFEB7E2eB5,51,2,6.0,2,2,None,None,51,2,6.0,5,5,5,5,4,4,4,5,4,2,2,5,3,3,2,2,5,4,3,2,2,4,3,4,no,no,,0.925,white,female,11061.0,8346.0,10262.0,11805.0,21323.0,0.0,0.0,20151.0,1106.1,1043.25,1140.2222222222222,1180.5,1122.2631578947369,0.0,0.0,1119.5,3.5,4.5,2.5,2.5,3.75
4834,12860,1,blkTestCatAAp,40,1,1700,Avoid,1,575,Explicit,s.70ed2d03-acb3-4eb6-ada5-8b86b3a06834.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,777,R_3DjUHA14RvzaNPM,40,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,99615,Education,vvRYuEkLdT,40,3,5.0,2,4,None,4,71,3,5.0,4,5,5,None,1,4,4,2,2,1,3,4,3,4,1,4,5,3,4,1,3,4,5,3,No.,Thank you!,,0.975,white,female,8700.0,8450.0,9110.0,7536.0,17810.0,0.0,0.0,15986.0,966.6666666666666,845.0,911.0,753.6,937.3684210526316,0.0,0.0,799.3,3.25,4.25,1.0,3.5,3.25
4873,12960,1,blkTestCatAAp,59,2,2000,Approach,1,946,Explicit,s.87482814-5922-43b1-a398-1c7fe7988d0c.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,766,R_T5AvMYTpWGLj79v,43,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,97023,Other,DH3gju97Hx,24,3,5.0,2,None,None,None,25,5,5.0,5,All,All,All,2,4,2,1,4,2,3,2,2,1,1,1,2,2,2,2,2,3,2,4,Nothing was unclear.  It took me a try to get used to the forward and back options.,"I'm wondering what this study was for, but I liked all of the names that were shown. Thank you for letting me participate.",,0.975,black,female,8806.0,8911.0,8474.0,10272.0,17280.0,0.0,0.0,19183.0,978.4444444444445,891.1,847.4,1027.2,909.4736842105264,0.0,0.0,959.15,2.75,2.25,1.75,2.5,1.75
4912,13060,1,blkTestCatAAp,35,1,1200,Avoid,1,996,Explicit,s.9fae96a9-ecbb-45ee-851b-1c5839104af2.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,803,R_2UgtirhDYcIbmFy,31,Male,Female,Black or African American alone,Absolutely not true,Strongly liberal,72701,Entertainment,4nSNLGrwan,66,4,5.0,4,3,5,2,41,5,6.0,All,All,All,4,4,5,4,5,5,4,5,5,5,3,3,5,4,5,5,4,4,2,5,5,No- I understood it all,It was unique and interesting- I wouldn't mind doing more like it,,0.95,white,male,6708.0,8100.0,9852.0,8169.0,16560.0,0.0,0.0,16269.0,838.5,810.0,985.2,816.9,920.0,0.0,0.0,813.45,4.5,3.75,3.75,4.75,5.0
4950,13160,1,blkTestCatAAp,29,1,1100,Avoid,1,1750,Explicit,s.844ceea4-4b6b-4f95-9aea-da503bb36e46.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,911,R_2XnRvogYkKqTQQU,41,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,98335,Health care,7kJUS7aeqw,75,2,4.0,2,2,None,None,82,2,6.0,5,4,All,All,2,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,2,1,,,,0.95,white,male,9280.0,10533.0,7446.0,9083.0,16726.0,0.0,0.0,19616.0,1031.111111111111,1053.3,827.3333333333334,908.3,929.2222222222222,0.0,0.0,980.8,1.75,3.5,2.0,3.0,2.0
4988,13261,1,blkTestCatAAp,29,1,1500,Avoid,1,934,Explicit,s.e9a6b16e-0348-44fa-80d6-00b50bb42435.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1219,R_3kpQINQ0AFHGO5T,72,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,49507,Publishing,37B8j9QNVk,56,2,5.0,2,2,3,2,55,3,5.0,5,4,5,5,3,4,2,2,5,4,4,4,4,5,4,4,3,1,4,4,4,4,3,5,A couple of explanatory phrases where there were multiple parenthesis,Not really - it was interesting to take. ,,0.925,white,male,5739.0,7156.0,7373.0,8367.0,13112.0,0.0,0.0,15523.0,717.375,795.1111111111111,737.3,836.7,728.4444444444445,0.0,0.0,817.0,4.75,3.25,3.75,4.0,2.5
5025,13360,1,blkTestCatAAp,29,1,1600,Avoid,1,760,Explicit,s.cacf48f7-e915-46b6-a9a5-d7fb4351e4c5.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,765,R_2zJd3pV3otI4ce6,69,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,33024,Other,zbDFDL6UAV,70,1,7.0,3,3,3,3,70,1,1.0,3,3,3,3,1,5,5,1,5,5,5,5,2,5,3,4,5,1,5,5,5,5,3,5,the instructions stunk,the worst racist survey i have ever taken,,1.0,white,male,7906.0,7647.0,7356.0,8804.0,15262.0,0.0,0.0,16451.0,790.6,764.7,735.6,880.4,763.1,0.0,0.0,822.55,5.0,5.0,3.5,4.75,1.75
5065,13460,1,blkTestCatAAp,59,2,2000,Approach,1,606,Explicit,s.55939f18-2f28-47b2-b2f6-c18ce3cc5634.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1285,R_Rfxaj8x4LpD97j3,42,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,26704,Other,pRSSPT9SMX,64,2,6.0,None,4,None,None,77,3,6.0,All,4,4,All,2,4,1,2,5,4,4,2,2,4,4,4,2,3,4,3,4,2,4,5,no ,no,,1.0,black,female,7498.0,7694.0,8342.0,9583.0,15840.0,0.0,0.0,17277.0,749.8,769.4,834.2,958.3,792.0,0.0,0.0,863.85,4.5,1.75,3.25,4.0,2.75
5105,13560,1,blkTestCatAAp,43,1,1000,Avoid,1,960,Explicit,s.df7db86c-cbcd-494f-b0e5-3a484a2026bd.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,879,R_2dNrtCEUTXcOLkn,29,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,32413,Finance,txBDgObRWE,55,2,5.0,4,4,4,4,55,4,6.0,All,All,All,All,3,5,3,4,5,3,3,5,3,4,1,3,4,3,3,2,3,3,3,5,No ,NO,,0.825,white,female,6327.0,7640.0,7709.0,7829.0,14036.0,0.0,0.0,15469.0,903.8571428571429,848.8888888888889,856.5555555555555,978.625,877.25,0.0,0.0,909.9411764705883,4.25,3.75,2.25,3.5,3.25
5138,13660,1,blkTestCatAAp,37,1,1100,Avoid,1,848,Explicit,s.fc58cbc4-757c-44fe-a506-d7d79eedbdb5.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1005,R_wN1G5BbLmHGkPkZ,34,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,52001,Entertainment,bVyatSc4LY,75,4,6.0,3,4,2,None,70,5,6.0,All,All,All,All,1,5,2,4,5,2,2,1,4,5,1,4,4,1,4,1,4,5,5,5,No.,No.,,0.975,white,female,9370.0,10747.0,7102.0,11649.0,16472.0,0.0,0.0,22396.0,1041.111111111111,1074.7,710.2,1164.9,866.9473684210526,0.0,0.0,1119.8,4.75,3.0,1.25,3.75,3.5
5177,13760,1,blkTestCatAAp,58,2,1100,Approach,1,1204,Explicit,s.d2500280-21d2-4a79-ab3c-fff679fa6a56.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,857,R_3ey6G6wHSenD181,48,Female,Female,Black or African American alone,Absolutely not true,Strongly liberal,27406,Education,YnhMNGGCRf,93,3,6.0,5,4,5,3,41,3,5.0,5,5,4,2,3,5,2,3,4,2,2,2,3,4,2,4,4,3,4,2,4,3,4,4,no,no,,0.875,black,female,6659.0,6968.0,9425.0,6543.0,16084.0,0.0,0.0,13511.0,832.375,774.2222222222222,942.5,817.875,893.5555555555555,0.0,0.0,794.7647058823529,4.0,2.75,2.25,3.75,3.25
5212,13861,1,blkTestCatAAp,50,2,1200,Approach,1,2290,Explicit,s.f7de2b70-e5be-4129-beae-acafe1b7b50a.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1355,R_0CHJRggxUfr1T1v,40,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,30238,Other,VpeUDKXT4w,81,5,,All,All,All,5,19,6,3.0,4,4,3,2,3,5,5,2,2,2,4,4,4,4,4,5,5,4,4,2,2,4,4,1,Not at all,I don't,,0.925,black,male,10479.0,12974.0,7409.0,10921.0,17888.0,0.0,0.0,23895.0,1164.3333333333333,1297.4,740.9,1365.125,941.4736842105264,0.0,0.0,1327.5,2.75,4.5,2.75,4.0,3.5
5249,13960,1,blkTestCatAAp,64,2,1500,Approach,1,788,Explicit,s.b5c178d3-4217-4dfd-84f2-ff9361306c15.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,665,R_3svscar5jXwu9J8,42,Female,Female,Black or African American alone,Absolutely not true,Moderate,28530,Information services,sCVFfvMFsy,51,4,3.0,All,3,4,All,33,1,4.0,3,3,2,None,2,4,2,4,4,5,5,2,4,4,3,4,3,4,4,2,2,3,4,4,No,,,0.875,black,female,7648.0,5185.0,7104.0,5873.0,14752.0,0.0,0.0,11058.0,764.8,740.7142857142857,710.4,734.125,737.6,0.0,0.0,737.2,4.0,2.5,3.0,3.75,4.0
5284,14060,1,blkTestCatAAp,41,1,1900,Avoid,1,817,Explicit,s.aa07bd65-526e-4668-a2df-7aaef44fccb9.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,774,R_1CCJD6rPg9Exgld,49,Male,Male,Black or African American alone,Absolutely not true,Strongly conservative,85208,Other,nGMCqETs3B,75,3,6.0,2,3,2,2,87,2,6.0,3,3,4,4,3,4,3,4,4,4,4,5,2,2,4,3,5,4,4,3,4,5,5,2,NO,NO,,1.0,white,female,7645.0,7734.0,8207.0,8170.0,15852.0,0.0,0.0,15904.0,764.5,773.4,820.7,817.0,792.6,0.0,0.0,795.2,3.0,4.5,3.5,3.75,3.75
5324,14160,1,blkTestCatAAp,60,2,1200,Approach,1,863,Explicit,s.16294d05-574c-428f-8d9d-1e23640b1014.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1624,R_tLiugHxZmBKIu8V,42,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,41031,Other,8gDdX5rEwZ,40,5,5.0,2,2,2,2,90,4,4.0,All,All,All,All,1,3,4,3,4,2,2,3,3,4,1,3,4,3,3,1,3,3,3,3,"for whatever reason it did not click when ""white names"" vs ""black names"" were mentioned that we were referring to racial stereotypes. i was initially looking for font-color, which created confusion, which was compounded by the ""error"" message once I figured out what our desired response was. the ""error"" message confused me at first, so the combined confusion led me to forget which key represented which race, thus leading to a ""failing"" response at the beginning if the goal was to achieve ""proper"" sorting of names into supposed race classes.","interesting survey, hope that i run across the results and purpose at some point in the future.",,0.9,black,female,5744.0,8838.0,8877.0,8164.0,14621.0,0.0,0.0,17002.0,957.3333333333334,883.8,887.7,816.4,913.8125,0.0,0.0,850.1,3.5,3.5,1.25,2.75,3.0
5360,14260,1,blkTestCatAAp,48,2,1800,Approach,1,1051,Explicit,s.dfd7e615-066a-4a74-b7f8-6642d9e461a4.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,754,R_22LdNdTtLGlfWDT,39,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,2840,Education,Mwh6EqR6nv,71,1,6.0,2,4,2,None,70,2,6.0,All,All,All,All,2,4,4,2,3,2,4,4,2,4,2,4,4,1,4,2,4,5,4,4,nothing,"great study, would love to hear what you are studying related to implicit bias.",,0.975,black,male,7428.0,7434.0,7264.0,8157.0,14692.0,0.0,0.0,15591.0,825.3333333333334,743.4,726.4,815.7,773.2631578947369,0.0,0.0,779.55,3.75,4.25,2.0,4.0,2.25
5399,14361,1,blkTestCatAAp,56,2,1100,Approach,1,761,Explicit,s.9f40beaf-9693-4101-a733-c21131163014.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1158,R_WwaGoQYGEveHhHH,60,Female,Female,Black or African American alone,Absolutely not true,Moderate,48216,Food services,Tb46zBqd7K,100,3,6.0,5,All,3,5,59,4,5.0,5,All,5,3,3,4,3,2,4,4,3,4,3,4,3,4,4,3,4,4,4,4,2,4,No,"Being an African-American woman, the questions on race are uncomfortable,
give my cultural experiences.",yes,0.775,black,female,8350.0,7490.0,8417.0,2762.0,16767.0,0.0,0.0,10252.0,835.0,936.25,841.7,920.6666666666666,838.35,0.0,0.0,932.0,4.0,3.75,3.5,3.75,2.5
5430,14460,1,blkTestCatAAp,53,2,1400,Approach,1,1369,Explicit,s.12e511eb-1d3d-4d69-8f59-7e8818297d6b.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,878,R_1C3mGEZKmLtasnC,22,Female,Female,Black or African American alone,Absolutely not true,Conservative,19132,Other,T8hpeXeGXD,100,7,7.0,All,All,All,All,90,2,7.0,All,All,All,All,4,4,4,4,4,2,1,3,3,5,5,5,5,5,1,3,5,5,5,5,no,no,yes,0.85,black,male,9269.0,5724.0,7049.0,7979.0,16318.0,0.0,0.0,13703.0,926.9,954.0,783.2222222222222,886.5555555555555,858.8421052631579,0.0,0.0,913.5333333333333,3.75,4.25,3.5,3.75,4.25
5464,14560,1,blkTestCatAAp,45,1,1600,Avoid,1,2790,Explicit,s.ba39e47d-06f7-48ea-8e17-2088e0690245.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1839,R_31tS4Bbl8AT0vcW,62,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,19132,Utilities,T3rNjBQMGt,100,1,7.0,All,2,All,All,100,2,7.0,2,4,None,2,1,5,3,2,3,4,4,4,1,3,3,5,4,1,4,4,4,4,2,4,no,no,yes,0.825,white,female,12841.0,8061.0,14360.0,12588.0,27201.0,0.0,0.0,20649.0,1284.1,1612.2,1436.0,1573.5,1360.05,0.0,0.0,1588.3846153846155,3.5,3.75,3.0,4.5,1.5
5497,14660,1,blkTestCatAAp,44,1,1200,Avoid,1,782,Explicit,s.a94ee0b7-d2f8-45f3-bffe-82ea041135cf.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1218,R_1LNn117HsENz0eO,32,Male,Male,Black or African American alone,Absolutely not true,Moderate,98366,Other,MEuMrSLC7y,100,2,7.0,2,2,2,2,61,5,4.0,4,4,4,None,4,4,4,2,4,4,3,4,2,4,2,2,2,2,4,2,2,4,3,4,At first I didn't understand that i needed to identify between white and black names,NO,yes,0.95,white,female,5808.0,6126.0,6712.0,6908.0,12520.0,0.0,0.0,13034.0,645.3333333333334,680.6666666666666,671.2,690.8,658.9473684210526,0.0,0.0,686.0,4.0,3.5,3.0,2.75,2.25
5535,14761,1,blkTestCatAAp,54,2,1000,Approach,1,2854,Explicit,s.7e869069-89fc-49ee-8a92-2dce8acc5d65.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2696,R_2tqTYl2xeM3ZaEw,47,Female,Female,Black or African American alone,Absolutely not true,Moderate,77396,Publishing,RJRJqXanh9,82,5,7.0,All,All,All,All,79,3,6.0,5,All,4,2,3,4,3,3,5,5,3,3,4,1,4,4,4,3,4,2,4,4,3,5,"the first task on moving forward or backward based on the name that popped up on the screen. it was not explained clearly that it was a person's name... when i read ""black"" and ""white"" i was thinking of the actual COLOR, not a race.",the name exercise seemed a bit racist... deciphering between a black name or a white name?? i would love to know the purpose of that exercise,yes,0.875,black,male,9281.0,15958.0,11349.0,18269.0,20630.0,0.0,0.0,34227.0,1546.8333333333333,1595.8,1261.0,1826.9,1375.3333333333333,0.0,0.0,1711.35,3.75,3.5,3.5,3.75,3.25
5570,14860,1,blkTestCatAAp,41,1,1900,Avoid,1,1674,Explicit,s.081fae07-7ed6-47b5-954f-e6d3c8d47ed3.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,2378,R_12bPGvXUOMLZPBn,56,Female,Female,Black or African American alone,Absolutely not true,Liberal,14623,Finance,9qywtge6Kh,91,3,6.0,3,2,5,5,81,2,6.0,4,5,3,5,4,5,4,1,3,5,1,5,1,4,5,4,5,1,4,4,5,5,4,5,No it was very clear,It was very different. but interesting.,yes,0.8,white,female,18349.0,25007.0,27681.0,32655.0,46030.0,0.0,0.0,57662.0,2038.7777777777778,3125.875,2768.1,6531.0,2422.6315789473683,0.0,0.0,4435.538461538462,4.0,4.75,4.5,3.75,1.75
5602,14960,1,blkTestCatAAp,39,1,1000,Avoid,1,915,Explicit,s.4bcc4d63-4c3b-4491-abad-b5909c9c3663.txt,Names_ExplicitApproachBlackWhite,Dr.Dre,Dr.Dre2,1425,R_d6gXaIfvZzqGP4d,70,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,23024,Food services,DvLwPjPkSP,52,5,3.0,None,2,None,None,52,6,5.0,All,5,All,All,1,5,4,4,5,1,2,2,4,4,1,4,5,5,4,1,2,5,5,5,"...how anyone could have a survey about ""white"" and ""black"" names.  Names are names and there are lots of white Tamikas and black Janes!",...or was this some kind of study to measure Racism?!?,yes,0.9,white,female,9587.0,8718.0,6997.0,10111.0,16584.0,0.0,0.0,18829.0,958.7,968.6666666666666,874.625,1123.4444444444443,921.3333333333334,0.0,0.0,1046.0555555555557,4.5,4.0,1.0,3.25,4.5
